event_id,event_url,event_page_available,headline,published_at,first_recorded_at,last_recorded_at,source_ids,source_names,evidence_strength,version_count,current_in_wire,region_tags,english_headline,english_excerpt,translation_id,translation_status,background_en,translation_public_url
event-bd3f7a9a09430372de7de3d4,https://palimpsest.info/news/wire/event-bd3f7a9a09430372de7de3d4/,true,"Orange Line, UET Sign MoU for Rail Research",2026-08-29T09:06:04Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,true,bri|gwadar,,,,,,
event-d26fe1de9c7565160436e484,https://palimpsest.info/news/wire/event-d26fe1de9c7565160436e484/,false,"Owners to be liable if terrorists use their land, says Balochistan CM Bugti",2026-08-29T02:34:21Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dawn-pakistan,Dawn — Pakistan,single-source,1,false,bri|balochistan,,,,,,
event-6072c850e51244df76ba507c,https://palimpsest.info/news/wire/event-6072c850e51244df76ba507c/,true,Arakan Army imposes first nighttime curfew across southern Rakhine State townships,2026-08-29T00:28:09Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-722c2daa941a4e7b9d53b729,https://palimpsest.info/news/wire/event-722c2daa941a4e7b9d53b729/,true,9th Rohingya Genocide Remembrance Day,2026-08-28T22:06:05Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-87b8a9162c574423ac05c390,https://palimpsest.info/news/wire/event-87b8a9162c574423ac05c390/,true,Buddhist monk suspected of links to pro-regime militia dies in resistance custody,2026-08-28T10:00:25Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-83a178ec5858c6dac3cb4873,https://palimpsest.info/news/wire/event-83a178ec5858c6dac3cb4873/,true,Over 100 scholars and former diplomats demand release of detained US academic in China,2026-08-28T09:16:33Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-2395e41b3720914d10ca7bd2,https://palimpsest.info/news/wire/event-2395e41b3720914d10ca7bd2/,true,China Mobilizes Forces for Xizang Mudslide Relief,2026-08-28T08:12:08Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,true,bri|gwadar,,,,,,
event-37fceba4cba6dcc4a86feba8,https://palimpsest.info/news/wire/event-37fceba4cba6dcc4a86feba8/,true,Maryam Nawaz Seeks Stronger Punjab-Xinjiang Ties,2026-08-28T07:11:46Z,2026-08-29T19:00:35Z,2026-08-30T02:30:05Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,2,true,bri|gwadar,,,,,,
event-f84c897c2d02dac4eef1dd64,https://palimpsest.info/news/wire/event-f84c897c2d02dac4eef1dd64/,true,"PM Shehbaz Condoles China Floods, Landslides",2026-08-28T07:08:00Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,true,bri|gwadar,,,,,,
event-791edd0fa319214afe68c9c0,https://palimpsest.info/news/wire/event-791edd0fa319214afe68c9c0/,true,Pakistani Mangoes Reach Xinjiang by Land,2026-08-28T07:03:35Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,true,bri|gwadar,,,,,,
event-2d7feae0d06052c668bb9594,https://palimpsest.info/news/wire/event-2d7feae0d06052c668bb9594/,false,9th CPEC Gwadar Working Group Meeting Next Week,2026-08-28T06:58:04Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,false,bri|gwadar|balochistan,,,,,,
event-a60cf57614329ae08b545687,https://palimpsest.info/news/wire/event-a60cf57614329ae08b545687/,true,Malaysia to repatriate first group of Myanmar nationals in September,2026-08-28T05:45:25Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-7b331c7777a0612c3b516871,https://palimpsest.info/news/wire/event-7b331c7777a0612c3b516871/,true,"India, Myanmar, and mineral imperialism",2026-08-28T03:05:56Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-364d582351325318e6b7b21f,https://palimpsest.info/news/wire/event-364d582351325318e6b7b21f/,true,"Malaysia to return 1,476 Myanmar nationals in first phase of voluntary repatriation program",2026-08-28T02:17:54Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-d59970aaa4d85060cc1b0afe,https://palimpsest.info/news/wire/event-d59970aaa4d85060cc1b0afe/,true,Investigating International Crimes in Myanmar,2026-08-28T01:37:09Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-a4c59536010ef58532ea21ed,https://palimpsest.info/news/wire/event-a4c59536010ef58532ea21ed/,false,Myanmar Air Force launches 30-bomb strike on border village in Chin State’s Paletwa Township,2026-08-27T23:43:11Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,false,bri|myanmar,,,,,,
event-a0184ef389549b8f5874c8a0,https://palimpsest.info/news/wire/event-a0184ef389549b8f5874c8a0/,true,"More than 1,400 people missing after Nepal flood disaster",2026-08-27T17:03:13Z,2026-08-29T16:31:50Z,2026-08-29T20:10:35Z,dvb-english|financial-times-china,Democratic Voice of Burma — English|Financial Times — China,multi-source,2,true,bri|myanmar,,,,,,
event-fd696d9dfaf3e06f146e9807,https://palimpsest.info/news/wire/event-fd696d9dfaf3e06f146e9807/,true,"AA introduces Rakhine as subject in schools, replacing Myanmar language",2026-08-27T11:10:14Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-497b16efd65b210c8eed53fe,https://palimpsest.info/news/wire/event-497b16efd65b210c8eed53fe/,true,"Balochistan moves to fully operationalise long-delayed Safe City project in Quetta, other districts",2026-08-27T11:10:04Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,express-tribune-balochistan,The Express Tribune — Balochistan,single-source,1,true,bri|balochistan,,,,,,
event-02213acf7a3f347a2a1a6cee,https://palimpsest.info/news/wire/event-02213acf7a3f347a2a1a6cee/,true,Three killed as toxic gas builds up inside coal mine in Balochistan's Duki,2026-08-27T10:46:42Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,express-tribune-balochistan,The Express Tribune — Balochistan,single-source,1,true,bri|balochistan,,,,,,
event-94f0d42a832597eceff84e32,https://palimpsest.info/news/wire/event-94f0d42a832597eceff84e32/,true,Fighting intensifies as resistance forces attack Myanmar junta flotilla headed for Shwegu,2026-08-27T10:37:26Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-ab92bc06ad836a40184dc4e2,https://palimpsest.info/news/wire/event-ab92bc06ad836a40184dc4e2/,false,Fact Check: Old Shabbar Zaidi Video Misleads on CPEC,2026-08-27T09:12:09Z,2026-08-29T19:00:35Z,2026-08-29T19:00:35Z,daily-cpec-china-pakistan,The Daily CPEC — China-Pakistan,single-source,1,false,bri|gwadar,,,,,,
event-db18a5c449b939a74e0ae272,https://palimpsest.info/news/wire/event-db18a5c449b939a74e0ae272/,false,"Medical Shortages, Monsoon Illnesses Put More Than 600 IDPs at Risk in Western Pai Khun",2026-08-27T09:06:54Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,shan-news-english,SHAN News — English,single-source,1,false,bri|myanmar,,,,,,
event-3025649d0a8d413e663343cc,https://palimpsest.info/news/wire/event-3025649d0a8d413e663343cc/,true,"11 terrorists killed in separate K-P, Balochistan operations",2026-08-26T23:41:12Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,express-tribune-balochistan,The Express Tribune — Balochistan,single-source,1,true,bri|balochistan,,,,,,
event-30a2e4fa8a8f5b98af25a21d,https://palimpsest.info/news/wire/event-30a2e4fa8a8f5b98af25a21d/,true,Myanmar junta tightens restrictions on transport of Chinese goods at border,2026-08-26T10:17:17Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-85f1ccd9cc864c084474a06c,https://palimpsest.info/news/wire/event-85f1ccd9cc864c084474a06c/,true,Human rights in Myanmar hitting a ‘new low’: UN,2026-08-26T08:28:06Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-ffd7818d0eb924aa5eab5a3d,https://palimpsest.info/news/wire/event-ffd7818d0eb924aa5eab5a3d/,true,Myanmar Rohingya refugees protest dire conditions in Bangladesh camps,2026-08-26T06:05:15Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-1fb7883d267f9ee81d9ea458,https://palimpsest.info/news/wire/event-1fb7883d267f9ee81d9ea458/,true,Death toll in Pishin attack rises to six,2026-08-25T23:14:06Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,express-tribune-balochistan,The Express Tribune — Balochistan,single-source,1,true,bri|balochistan,,,,,,
event-546ba6cfcdf61e81deed767a,https://palimpsest.info/news/wire/event-546ba6cfcdf61e81deed767a/,true,Photo Essay: Between battles in central Myanmar,2026-08-25T10:55:14Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-ced9f670938784e3923a46de,https://palimpsest.info/news/wire/event-ced9f670938784e3923a46de/,true,"Myanmar junta airstrike in Paletwa kills five and injures 17, including children",2026-08-25T09:21:48Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-2dab7d023574637542768ee1,https://palimpsest.info/news/wire/event-2dab7d023574637542768ee1/,true,The Russian general behind Moscow’s decades-long military courtship of Myanmar,2026-08-25T05:46:15Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-2af2d10e69cc858a0150569b,https://palimpsest.info/news/wire/event-2af2d10e69cc858a0150569b/,true,"Human Rights Violations in Balochistan: 105 Enforced Disappearances, 59 Killings Documented in July 2026",2026-08-24T21:45:16Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,hrc-balochistan,Human Rights Council of Balochistan — News reports,single-source,1,true,bri|balochistan,,,,,,
event-44004bf625eb7aab094abcdc,https://palimpsest.info/news/wire/event-44004bf625eb7aab094abcdc/,false,新思想引领新征程丨拓展共建“一带一路”合作新空间 铺就共赢之路,2026-08-23T00:55:36Z,2026-08-23T01:00:06Z,2026-08-23T01:30:07Z,china-news-service-politics,China News Service,single-source,2,false,bri,New Ideas Lead a New Journey | Expanding New Spaces for Cooperation in Jointly Building the 'Belt and Road' to Pave a Win-Win Path,,zhtr-cda13497673361cd8902acd2,machine-draft-not-human-certified,The metadata highlights official efforts to broaden cooperative frameworks under the Belt and Road Initiative to foster mutual benefits.,/news/china/english/page/14/#translation-zhtr-cda13497673361cd8902acd2
event-e064b40a39c8eafe55b8d01e,https://palimpsest.info/news/wire/event-e064b40a39c8eafe55b8d01e/,true,首列检测车开行 ！中交马东铁动态检测正式启动,2026-08-22T06:26:17Z,2026-08-22T07:30:05Z,2026-08-22T07:30:05Z,china-news-service-finance,China News Service,single-source,1,false,bri,First Test Train Departs! Dynamic Testing Officially Starts for CCCC's East Coast Rail Link,"Kuala Lumpur, August 22 (Reporter Liu Yu-ying) - China News Service reports that as the first test train set off, Phase 1 of the East Coast Rail Link (ECRL) in Malaysia—a flagship project of high-quality Belt and Road cooperation between China and Malaysia, spanning from Kota Bharu in Kelantan to Gombak in Selangor—has officially entered the stage of dynamic testing and fault-free operation, according to the CCCC ECRL project team.",zhtr-ecb4a53bafe4fa903d1fa7bb,machine-draft-not-human-certified,The commencement of dynamic testing for the ECRL marks a milestone in the China-Malaysia 'Belt and Road' infrastructure collaboration.,/news/china/english/page/15/#translation-zhtr-ecb4a53bafe4fa903d1fa7bb
event-1906678f72b36035246838fb,https://palimpsest.info/news/wire/event-1906678f72b36035246838fb/,false,北京否认“任意拘押”缅甸问题学者敏辛，指称“这位美国公民涉嫌危害国家安全”,2026-08-21T11:45:35Z,2026-08-21T12:00:04Z,2026-08-21T12:00:04Z,rfi-chinese,RFI,single-source,1,false,bri|myanmar,"Beijing Denies 'Arbitrary Detention' of Myanmar-focused Scholar Min Zin, Alleging 'This U.S. Citizen Is Suspected of Endangering National Security'",,zhtr-b2c47d2966a2aa2e513d2a5c,machine-draft-not-human-certified,"Beijing is officially justifying the detention of a U.S. citizen by citing national security charges, contradicting accusations of arbitrary detainment.",/news/china/english/page/17/#translation-zhtr-b2c47d2966a2aa2e513d2a5c
event-4e242014cf4f1b07591b046f,https://palimpsest.info/news/wire/event-4e242014cf4f1b07591b046f/,true,美国务院认定学者敏辛在中国遭“非法拘押”，“已在最高层级”促北京释放敏辛,2026-08-20T21:45:23Z,2026-08-20T22:00:05Z,2026-08-23T20:30:05Z,voa-chinese,Voice of America Chinese,single-source,2,false,bri|myanmar,U.S. State Department Determines Scholar Min Zin Was 'Wrongfully Detained' in China; Has Urged Beijing at the 'Highest Levels' to Release Min Zin,,zhtr-0c7a1dae847540a6eac8e7d3,machine-draft-not-human-certified,The U.S. Department of State has formally categorized the detention of a scholar as wrongful and is engaging in high-level diplomatic pressure to secure their release.,/news/china/english/page/21/#translation-zhtr-0c7a1dae847540a6eac8e7d3
event-cdb283cc8dafbb5af0841801,https://palimpsest.info/news/wire/event-cdb283cc8dafbb5af0841801/,true,'More mainland firms eye Belt and Road expansion',2026-08-18T10:45:09Z,2026-08-20T16:30:05Z,2026-08-22T14:00:06Z,rthk-finance|rthk-greater-china,Radio Television Hong Kong|Radio Television Hong Kong,single-source,3,false,bri,,,,,,
event-9cc805dff3de54bea1eafa83,https://palimpsest.info/news/wire/event-9cc805dff3de54bea1eafa83/,true,"Breaking the 'debt-trap diplomacy' myth, forging BRI's golden future",2026-08-17T06:43:36Z,2026-08-20T16:30:05Z,2026-08-20T16:30:05Z,cgtn-china,CGTN — China,single-source,1,false,bri,,,,,,
event-7ac205563284031f0b5229c6,https://palimpsest.info/news/wire/event-7ac205563284031f0b5229c6/,true,Nearly 200-country study shows China’s Belt and Road Initiative cuts debt and corruption,2026-08-13T02:00:10Z,2026-08-13T12:25:59Z,2026-08-13T12:25:59Z,scmp-china,South China Morning Post — China,single-source,1,false,bri,,,,,,
event-b84c51f1401656e1ef3f5680,https://palimpsest.info/news/wire/event-b84c51f1401656e1ef3f5680/,true,Immigration Department Youth Leaders Corps' Belt and Road summer exchange tours conclude (with photos),2026-08-11T08:50:00Z,2026-08-11T14:55:03Z,2026-08-11T15:18:52Z,hksar-releases,Hong Kong SAR Government News,single-primary-source,3,false,bri,,,,,,
event-b8bb70ff36ce2fcc1405d34d,https://palimpsest.info/news/wire/event-b8bb70ff36ce2fcc1405d34d/,true,軍政府因中國再次強硬 緬甸百姓的革命夢想幻滅了嗎？,2026-08-06T13:34:05Z,2026-08-11T14:55:03Z,2026-08-11T15:18:52Z,bbc-chinese,BBC News Chinese,single-source,2,false,bri|myanmar,Military junta stands tough again because of China: Are the revolutionary dreams of the Burmese people shattered?,"With China's support, Myanmar's President Min Aung Hlaing, who 'swapped his military uniform for civilian clothes,' is seeking to break out of diplomatic isolation. For those Myanmar opposition supporters who hope to reshape the country through revolution, the prospects are disheartening.",zhtr-d233ccd9955ccad6fcdd4eb7,machine-draft-not-human-certified,The publisher suggests that ongoing Chinese support for the current Myanmar administration is complicating the efforts of opposition movements.,/news/china/english/page/28/#translation-zhtr-d233ccd9955ccad6fcdd4eb7
