event_id,event_url,event_page_available,headline,published_at,first_recorded_at,last_recorded_at,source_ids,source_names,evidence_strength,version_count,current_in_wire,region_tags,english_headline,english_excerpt,translation_id,translation_status,background_en,translation_public_url
event-d59970aaa4d85060cc1b0afe,https://palimpsest.info/news/wire/event-d59970aaa4d85060cc1b0afe/,true,Investigating International Crimes in Myanmar,2026-08-28T01:37:09Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,true,bri|myanmar,,,,,,
event-a4c59536010ef58532ea21ed,https://palimpsest.info/news/wire/event-a4c59536010ef58532ea21ed/,false,Myanmar Air Force launches 30-bomb strike on border village in Chin State’s Paletwa Township,2026-08-27T23:43:11Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,dvb-english,Democratic Voice of Burma — English,single-source,1,false,bri|myanmar,,,,,,
event-a0184ef389549b8f5874c8a0,https://palimpsest.info/news/wire/event-a0184ef389549b8f5874c8a0/,true,"More than 1,400 people missing after Nepal flood disaster",2026-08-27T17:03:13Z,2026-08-29T16:31:50Z,2026-08-29T20:10:35Z,dvb-english|financial-times-china,Democratic Voice of Burma — English|Financial Times — China,multi-source,2,true,bri|myanmar,,,,,,
event-fd696d9dfaf3e06f146e9807,https://palimpsest.info/news/wire/event-fd696d9dfaf3e06f146e9807/,true,"AA introduces Rakhine as subject in schools, replacing Myanmar language",2026-08-27T11:10:14Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-94f0d42a832597eceff84e32,https://palimpsest.info/news/wire/event-94f0d42a832597eceff84e32/,true,Fighting intensifies as resistance forces attack Myanmar junta flotilla headed for Shwegu,2026-08-27T10:37:26Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-db18a5c449b939a74e0ae272,https://palimpsest.info/news/wire/event-db18a5c449b939a74e0ae272/,false,"Medical Shortages, Monsoon Illnesses Put More Than 600 IDPs at Risk in Western Pai Khun",2026-08-27T09:06:54Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,shan-news-english,SHAN News — English,single-source,1,false,bri|myanmar,,,,,,
event-30a2e4fa8a8f5b98af25a21d,https://palimpsest.info/news/wire/event-30a2e4fa8a8f5b98af25a21d/,true,Myanmar junta tightens restrictions on transport of Chinese goods at border,2026-08-26T10:17:17Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-85f1ccd9cc864c084474a06c,https://palimpsest.info/news/wire/event-85f1ccd9cc864c084474a06c/,true,Human rights in Myanmar hitting a ‘new low’: UN,2026-08-26T08:28:06Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-ffd7818d0eb924aa5eab5a3d,https://palimpsest.info/news/wire/event-ffd7818d0eb924aa5eab5a3d/,true,Myanmar Rohingya refugees protest dire conditions in Bangladesh camps,2026-08-26T06:05:15Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-546ba6cfcdf61e81deed767a,https://palimpsest.info/news/wire/event-546ba6cfcdf61e81deed767a/,true,Photo Essay: Between battles in central Myanmar,2026-08-25T10:55:14Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-ced9f670938784e3923a46de,https://palimpsest.info/news/wire/event-ced9f670938784e3923a46de/,true,"Myanmar junta airstrike in Paletwa kills five and injures 17, including children",2026-08-25T09:21:48Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-2dab7d023574637542768ee1,https://palimpsest.info/news/wire/event-2dab7d023574637542768ee1/,true,The Russian general behind Moscow’s decades-long military courtship of Myanmar,2026-08-25T05:46:15Z,2026-08-29T20:10:35Z,2026-08-29T20:10:35Z,myanmar-now,Myanmar Now — English,single-source,1,true,bri|myanmar,,,,,,
event-1906678f72b36035246838fb,https://palimpsest.info/news/wire/event-1906678f72b36035246838fb/,false,北京否认“任意拘押”缅甸问题学者敏辛，指称“这位美国公民涉嫌危害国家安全”,2026-08-21T11:45:35Z,2026-08-21T12:00:04Z,2026-08-21T12:00:04Z,rfi-chinese,RFI,single-source,1,false,bri|myanmar,"Beijing Denies 'Arbitrary Detention' of Myanmar-focused Scholar Min Zin, Alleging 'This U.S. Citizen Is Suspected of Endangering National Security'",,zhtr-b2c47d2966a2aa2e513d2a5c,machine-draft-not-human-certified,"Beijing is officially justifying the detention of a U.S. citizen by citing national security charges, contradicting accusations of arbitrary detainment.",/news/china/english/page/17/#translation-zhtr-b2c47d2966a2aa2e513d2a5c
event-4e242014cf4f1b07591b046f,https://palimpsest.info/news/wire/event-4e242014cf4f1b07591b046f/,true,美国务院认定学者敏辛在中国遭“非法拘押”，“已在最高层级”促北京释放敏辛,2026-08-20T21:45:23Z,2026-08-20T22:00:05Z,2026-08-23T20:30:05Z,voa-chinese,Voice of America Chinese,single-source,2,false,bri|myanmar,U.S. State Department Determines Scholar Min Zin Was 'Wrongfully Detained' in China; Has Urged Beijing at the 'Highest Levels' to Release Min Zin,,zhtr-0c7a1dae847540a6eac8e7d3,machine-draft-not-human-certified,The U.S. Department of State has formally categorized the detention of a scholar as wrongful and is engaging in high-level diplomatic pressure to secure their release.,/news/china/english/page/21/#translation-zhtr-0c7a1dae847540a6eac8e7d3
event-b8bb70ff36ce2fcc1405d34d,https://palimpsest.info/news/wire/event-b8bb70ff36ce2fcc1405d34d/,true,軍政府因中國再次強硬 緬甸百姓的革命夢想幻滅了嗎？,2026-08-06T13:34:05Z,2026-08-11T14:55:03Z,2026-08-11T15:18:52Z,bbc-chinese,BBC News Chinese,single-source,2,false,bri|myanmar,Military junta stands tough again because of China: Are the revolutionary dreams of the Burmese people shattered?,"With China's support, Myanmar's President Min Aung Hlaing, who 'swapped his military uniform for civilian clothes,' is seeking to break out of diplomatic isolation. For those Myanmar opposition supporters who hope to reshape the country through revolution, the prospects are disheartening.",zhtr-d233ccd9955ccad6fcdd4eb7,machine-draft-not-human-certified,The publisher suggests that ongoing Chinese support for the current Myanmar administration is complicating the efforts of opposition movements.,/news/china/english/page/28/#translation-zhtr-d233ccd9955ccad6fcdd4eb7
